"pHSC" "Blasts"
"MEST" 9.87924396924885 6.85472670992371
"MRVI1" 2.09499275577005 6.1428045154314
"S1PR3" 0.968690780178643 5.17506720924257
"RSPH1" 4.07745951439822 0.382730786199573
"SH3GL3" 3.49714914784876 0
"OR2L1P" 5.36618135204542 2.2551769466924
"ZNF366" 0 3.6721416142599
"AL158211.5" 4.93164412323693 1.86082241697041
"S100A4" 6.01038000949451 9.6060174923693
"ADORA3" 0.391619445523823 3.93292319743433
"ICAM1" 4.65802017008177 7.30297239669696
"KRT8" 5.75694196720894 1.91556998560907
"ZNF804B" 3.74875826744538 0
"HIF3A" 3.90832008042971 0.244471452300565
"AP003357.1" 4.88280394964244 1.79516949928958
"TRIB1" 7.69683435539068 11.3053004809479
"CAPN2" 9.70831367340384 11.4258079916207
"ZNF239" 4.0296251513946 0.904944187068333
"CASP5" 0 3.46954177556341
"TSPYL5" 7.94443912484077 3.00491617628652
"KIAA1549" 8.52059333479463 4.58589573389582
"TGFBR3" 0.183299258260484 3.22141675592036
"AP000962.1" 3.67046056246652 0
"TLR10" 1.65014505305744 4.65488242188442
"AC104083.1" 9.66431717467283 6.47586883522399
"AC116903.2" 0.84211035506142 4.42893050460826
"AC011899.3" 0 3.38783677082451
"HAS2" 4.0631032720926 0.499172005335717
"FCGR2A" 4.83544609760359 11.1875327305131
"HOTAIRM1" 2.60647589221924 5.40774811137198
"AC015969.1" 0 3.62343777663574
"SLC27A2" 7.72770498705748 5.12241623912755
"COL14A1" 4.84174918089566 1.15433640530157
"ZNF214" 4.18710020622596 0.499172005335717
"RASGRP4" 6.67536613818712 8.7095135458031
"ENPP5" 4.99819159118778 0.897972761476607
"CAMSAP2" 1.18420041240357 4.46854349369301
"VSIR" 6.11629678896112 8.91415498859497
"CHRM3-AS2" 7.67284747860627 3.90365433874822
"TMEM170B" 7.50942258237274 10.1691653313558
"TM4SF1" 6.3317140358612 1.77977698040532
"AP001122.1" 4.14253169557858 0.244471452300565
"AL121768.1" 3.68848532497448 0
"MAP3K9" 3.49908068654606 0
"DENND2C" 4.58679524874614 1.49806163498361
"TRGV5P" 1.26882606747723 6.4609442972655
"COTL1" 5.15104248566647 10.5743371455689
"CFP" 2.27074437982471 5.69202439187646
"CASP1" 7.0034486718778 9.33899872650985
"AC009119.1" 0 3.04396886004796
"GPR183" 7.7051055066016 10.9928968322305
"ADGRE4P" 0.419394915092027 4.30263154503241
"SULT1B1" 3.37873674700043 9.45256990184636
"PLA2G2C" 0.183299258260484 3.69538558255915
"TRBC2" 4.7011974204656 1.25651868959775
"MAP3K1" 9.49055509309028 11.6257298236722
"LINC00968" 0.745431782744437 4.90352459256385
"ABCF2P2" 3.6546398755034 0
"CD34" 11.9643721943782 5.18061064863145
"RAB20" 1.07507494407213 5.61732895754243
"SMARCA1" 5.60565165676746 2.6173602984657
"GATA2-AS1" 4.97238274355675 1.33089847778294
"AC068587.2" 0.183299258260484 3.83395053755625
"CPNE8" 8.11452171168151 9.84732702833671
"DSEL" 5.64345078844048 2.33742000027321
"TPK1" 5.5846061471021 7.73013756653283
"NCEH1" 6.22618642592808 8.82798589582507
"KCNMB1" 2.10276632992738 6.50957237263052
"SPI1" 4.05638904871307 6.37378077617721
"LITAF" 8.40970355072159 10.8960161560497
"HP" 2.11302956395781 4.92420568242465
"C1QB" 0 3.36887478476652
"AC233723.2" 0 3.4023597193292
"TMEM154" 7.8615529240062 10.1666647699355
"PHBP19" 5.08355341988042 2.14342414926612
"OTUD1" 6.82567737038951 9.25976976437548
"MS4A6A" 3.43728970254133 11.5876270177312
"ABCA6" 0.849504158381549 3.98348553398615
"SNX18" 6.2668830724714 8.59078564619093
"OLIG1" 0 3.12739604378329
"MYH10" 8.88305033248855 6.2169561114728
"AC239798.2" 0 3.44528696211281
"OSTF1" 7.9014917513212 9.88197448909537
"ITGA7" 0.57704801405031 4.3592480203503
"AL603750.1" 4.08796345633853 0.382730786199573
"DAAM2" 0.337457180048777 3.14376908175296
"RAG1" 5.66918735114797 1.96447417657597
"ZMYND8" 9.65896626795325 7.84185160219349
"C1QTNF7" 0 3.20728389967494
"PPP1R9A" 6.94900861987012 1.45161951710167
"AC103724.4" 3.78378123036292 0.244471452300565
"AL157895.1" 8.62672688182785 2.39846110559848
"ACSL1" 8.88275741807811 11.1135126524461
"AL365361.1" 7.05317399559334 4.13594785785197
"AC007950.1" 7.93859461826448 10.3121059861402
"B4GALT6" 8.9023093648119 6.54946612767048
"AC108749.1" 4.90828330855968 0.771605619101993
"SLC25A27" 3.48535755101652 0
"AC107884.2" 0 3.46379113760847
"TENT5A" 7.62868377078658 9.70706033407274
"GFRA2" 0 3.22498635030669
"AC106865.1" 0 3.31092698884206
"ZNF709" 5.52279902168086 2.57077638222829
"U62317.4" 0 3.44583050419085
"GIPC2" 3.78051483033492 0.244471452300565
"VNN1" 6.4289732902095 8.6584357992956
"G0S2" 0.653149863799036 5.26389128282598
"ELN" 3.11409165662997 0
"VLDLR" 1.67086270289955 4.68314709469171
"FCGR1B" 1.98727468859624 6.11026435536601
"CDKN2A" 0 3.47056939817514
"CSF1R" 4.04499007570393 10.4389369889153
"ARAP1-AS2" 1.03846464964393 4.40385286753868
"SMO" 5.30135120274717 1.61014057992627
"EHBP1L1" 5.7825660469695 8.317628916324
"CD68" 0 3.3627721227987
"ZNF286B" 5.02303857238486 2.06321270551654
"SGSH" 0 3.35130528422148
"LINC01500" 0 3.36571789441418
"NT5M" 5.35463017526941 1.87461689626756
"HSF5" 4.63643673312651 0.738779261066613
"SCOC-AS1" 0.337457180048777 3.75926970174285
"GNAI1" 8.81047813663688 5.37907062383553
"AL133371.2" 0 3.26612976349419
"OSBPL11" 7.4609960119434 9.76934364423478
"AC023590.1" 4.50454374327183 0.738981809345687
"ENTPD1" 6.76877378045095 9.3719912566708
"BEX3" 7.44414394753465 3.02021323857181
"SLC11A1" 2.35738431794333 5.55629515458191
"MARCKS" 4.48018880825757 6.63263698841976
"PIK3AP1" 8.80005453587029 11.538826876739
"MORF4L1P3" 0.520756438309261 3.90581614459098
"SLC31A1" 7.54318951997924 10.0524000115057
"LINC01645" 0 3.15670708580911
"AC068413.1" 3.67471173094922 0
"KAT2B" 6.08417664535583 8.54568987866568
"HEYL" 5.8090297031701 3.1411760615149
"SIGLEC10" 3.83481060269101 7.70095826308428
"SLFN14" 4.50859543064099 0.983250713367178
"LILRA6" 2.06663980711856 5.55522514091053
"PEAK3" 0.183299258260484 3.54278217682327
"MPO" 3.99447403401339 9.50630195859347
"ZEB2-AS1" 5.70516659253827 8.71920281302585
"FAM129A" 7.5456333083057 10.276896287918
"TAS2R62P" 0 3.48431363879743
"ZBED3" 9.08664175018501 6.9674005844983
"VDR" 4.8469103098358 7.09905729890426
"PATJ" 7.16731832586077 4.17437182725099
"NAV3" 0.183299258260484 3.61758294032018
"ZNF112" 4.92762225220571 0.850746507865133
"AC114977.2" 0 3.4349509426215
"ATP6V0D2" 0 3.4349509426215
"SIRPD" 0 3.31226019543813
"C15orf48" 0.391619445523823 2.80265279671289
"NUP62CL" 3.32081803381397 0
"PAPSS2" 4.46434707676166 7.47074580516175
"HIST1H2BG" 7.48177415056607 4.81647761497558
"AC084871.2" 3.61578600955444 6.43809358557293
"CPS1" 4.21764762209084 0.90907708828429
"LINC01801" 4.68087301442731 0.738981809345687
"SLC6A6" 7.94173298652322 9.93637262382788
"SLFN5" 5.53274153493038 8.63587568809968
"SOWAHC" 0 3.14019267979714
"KTN1-AS1" 5.46238718721791 2.89703462302911
"STEAP4" 0 3.11012382513883
"DCLK2" 6.05455756243166 2.37418247198292
"AC108134.3" 0.183299258260484 3.45316330116245
"FCAR" 0.183299258260484 5.96418626389204
"TRGC2" 6.24483941851588 8.6793748158567
"AC105265.3" 0.53381147463129 3.8839667392827
"JAM2" 5.68442809141468 2.05618635872509
"GPSM2" 9.0333114406986 6.95434769946757
"ARHGAP6" 5.36211359987863 1.98113506166956
"KIAA0513" 2.0454380854813 7.49563870689117
"C1orf162" 7.38899171493721 9.72203912988493
"CLEC5A" 0.419394915092027 3.69358501053336
"CPB2-AS1" 0.86850772865331 4.97353876404875
"ABCA9-AS1" 0 3.08957348556879
"ZNF641" 7.67951064270988 9.37433229908924
"ANKRD22" 0 3.18526419419429
"ATP7B" 5.52381903115779 1.96447417657597
"LRRC4C" 4.57789496994477 0.738981809345687
"AP000365.1" 3.64626949233936 0.382730786199573
"ARHGAP26" 8.94876459820345 11.2887612871849
"AC245884.11" 0 3.01663790749779
"BMP2KL" 4.5886972327837 1.37709280994985
"CADM1" 0.391619445523823 3.22788306521164
"LINC00342" 6.54648956892586 4.42348161098682
"ZNF438" 6.16086613099683 8.01070134613286
"LINC01694" 3.32964747830861 0.499172005335717
"CTSZ" 4.13484834793982 6.80978104258257
"SIGLEC14" 4.24561484413677 6.26900143550283
"GNG2" 6.39183143511953 8.47831564957379
"PIP5K1B" 8.74461117763536 5.28742383432561
"AC092839.2" 3.27673462658 0
"LINC01719" 5.37279614150662 2.93259311762007
"BCL6" 6.93630002889391 9.56286010993673
"PHOSPHO1" 0 2.98390669740694
"NDN" 6.41893395771293 2.40812055670871
"AC096992.2" 5.4807558627641 3.01616105460659
"CNKSR3" 6.81147193297062 4.03492126360143
"MEGF9" 8.94449620900023 10.9842202218768
"ARHGEF17" 6.79227483479274 4.2215260251047
"AL355922.1" 2.44968767666703 7.15753959584194
"RBMS1" 8.47280382846276 10.3188465045353
"ZNF154" 7.8666684830857 5.22889115787308
"VNN2" 3.40195479336158 6.59310609244012
"ARPC5" 9.90390165861639 11.5121280255056
"TP53INP2" 6.36493227639303 8.86933356269492
"KIAA1147" 10.3917168525048 8.35464289619624
"CMKLR1" 1.38198350789914 6.18200702864239
"NFATC2" 10.3001264966436 7.15292701498015
"CATSPER1" 1.0239598112714 3.83889955960276
"VEGFA" 4.22802274812944 6.52097348507887
"RNU7-38P" 0 2.85103287652883
"PPP2R2B" 5.08937042196026 0.94137209789182
"TRPC1" 4.74192175588842 1.34714427962444
"GM2A" 8.66030530889302 10.5650061546598
"RAB11FIP1" 7.89340803467832 10.8691743819178
"ZNF385A" 3.51706218104279 6.70007352344577
"ANKRD44" 8.58745660760739 10.1491523769631
"AL049634.1" 0 3.16471777868601
"C9orf64" 5.4381858099342 7.21244979133361
"GLB1L2" 4.71494145224185 1.51058742844768
"LRRC49" 4.60656713161542 1.33189670898189
"AL133384.2" 4.09289936973155 0.88190279153529
"CD300A" 6.69866953518083 8.45726104493377
"CACNA2D3" 1.55918902945984 7.08682949899652
"WWTR1" 4.16649683424927 0.526346302084717
"TRIP6" 7.23640372811028 4.12541549927234
"DLG2" 4.9119451692741 2.2170562178941
"ACVRL1" 0 2.63580915506143
"PRRG1" 4.37952626466904 1.09228945325099
"NPL" 4.03029903195596 6.51085183312043
"METTL7A" 7.71322363905734 9.38075556050442
"NAGA" 7.17896651502519 9.26221167204299
"TEAD2" 3.24832282110518 0
"AP000547.3" 6.07523649750191 1.85633134530764
"ZNF582-AS1" 5.28239674765321 2.74208503746669
"MALRD1" 4.92598231784628 1.01759722413246
"AC104623.1" 1.0922341659945 4.22518567155651
"CD209" 0 2.45217447847504
"RAB31" 4.4464392306676 10.4489607455029
"PENK" 0 2.9183219230313
"SIGLEC16" 0 2.71729177066811
"VSTM1" 1.09836162260176 5.50261065312405
"RASSF5" 7.64824204692706 9.58215373390372
"CD36" 5.61545369098936 11.8486426471828
"TRIM9" 5.46649210630339 2.55535836406081
"DOK5" 3.09068160856025 0
"METAP1D" 5.2561804120672 2.70321952218505
"SNX10" 6.51019146005489 8.39199838867574
"ZNF544" 7.99689897128664 5.78295140545675
"MIR3671" 5.12124587347411 2.68196406771748
"OFD1P17" 6.04105830371455 3.73555667014812
"PALLD" 6.6483336659471 8.75582337221421
"DPEP2" 5.03296027320634 7.46274632910319
"EXOSC3P1" 3.21590040739872 0
"S100A11" 7.24427036135861 11.5093414284606
